title,Drama,Comedy,Thriller,Action,Romance,Adventure,Crime,Science Fiction,Horror,Family,Fantasy,Mystery,Animation,History,Music,War,Documentary,Western,Foreign,TV Movie
Harry Potter and the Chamber of Secrets,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Casino Royale,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Planet of the Apes,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Terminator 2: Judgment Day,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Public Enemies,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
American Gangster,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
True Lies,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Taking of Pelham 1 2 3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Little Fockers,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Other Guys,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Eraser,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Django Unchained,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Hunchback of Notre Dame,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
The Emperor's New Groove,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
The Expendables 2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Treasure,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Eragon,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Where the Wild Things Are,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Epic,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
The Tourist,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
End of Days,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
Blood Diamond,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Wolf of Wall Street,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Batman Forever,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Starship Troopers,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cloud Atlas,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Legend of the Guardians: The Owls of Ga'Hoole,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Catwoman,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Hercules,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Treasure Planet,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0
Land of the Lost,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Expendables 3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Point Break,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Son of the Mask,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
In the Heart of the Sea,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Adventures of Pluto Nash,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Green Zone,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Peanuts Movie,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Spanish Prisoner,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
The Mummy Returns,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Gangs of New York,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
The Flowers of War,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Surf's Up,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
The Stepford Wives,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Black Hawk Down,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
The Campaign,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Fifth Element,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Sex and the City 2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Road to El Dorado,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Ice Age: Continental Drift,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Cinderella,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
The Lovely Bones,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Finding Nemo,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
The Lord of the Rings: The Return of the King,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Lord of the Rings: The Two Towers,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Seventh Son,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Lara Croft: Tomb Raider,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Transcendence,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Jurassic Park III,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Rise of the Planet of the Apes,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Spiderwick Chronicles,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
A Good Day to Die Hard,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Alamo,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
The Incredibles,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Cutthroat Island,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Percy Jackson & the Olympians: The Lightning Thief,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Men in Black,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Toy Story 2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Unstoppable,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rush Hour 2,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
What Lies Beneath,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Cloudy with a Chance of Meatballs,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Ice Age: Dawn of the Dinosaurs,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
The Secret Life of Walter Mitty,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Charlie's Angels,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Departed,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mulan,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Tropic Thunder,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Girl with the Dragon Tattoo,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Die Hard: With a Vengeance,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sherlock Holmes,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Ben-Hur,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atlantis: The Lost Empire,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
Alvin and the Chipmunks: The Road Chip,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Valkyrie,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
You Don't Mess with the Zohan,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pixels,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
A.I. Artificial Intelligence,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Haunted Mansion,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
Contact,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Hollow Man,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Interpreter,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Percy Jackson: Sea of Monsters,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Lara Croft Tomb Raider: The Cradle of Life,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Now You See Me 2,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
The Saint,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Spy Game,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mission to Mars,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Rio,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Bicentennial Man,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Volcano,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Devil's Own,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
K-19: The Widowmaker,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Conan the Barbarian,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Cinderella Man,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Nutcracker: The Untold Story,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Seabiscuit,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Twister,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cast Away,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Happy Feet,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
The Bourne Supremacy,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Air Force One,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ocean's Eleven,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Three Musketeers,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hotel Transylvania,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Enchanted,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Safe House,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102 Dalmatians,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Tower Heist,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Holiday,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enemy of the State,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
It's Complicated,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ocean's Thirteen,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Open Season,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Divergent,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Enemy at the Gates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Rundown,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Last Action Hero,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Memoirs of a Geisha,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
The Fast and the Furious: Tokyo Drift,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Arthur Christmas,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Meet Joe Black,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Collateral Damage,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
All That Jazz,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Mirror Mirror,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0
Scott Pilgrim vs. the World,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Core,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Nutty Professor II: The Klumps,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Scooby-Doo,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Dredd,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Click,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Creepshow,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Cats & Dogs 2 : The Revenge of Kitty Galore,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Jumper,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Hellboy II: The Golden Army,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Zodiac,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
The 6th Day,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bruce Almighty,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Expendables,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mission: Impossible,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Hunger Games,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
The Hangover Part II,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Batman Returns,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Over the Hedge,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Lilo & Stitch,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Charlotte's Web,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Deep Impact,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RED 2,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Longest Yard,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alvin and the Chipmunks: Chipwrecked,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0
Grown Ups 2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Get Smart,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Something's Gotta Give,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shutter Island,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Four Christmases,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robots,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
Face/Off,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Bedtime Stories,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Road to Perdition,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Just Go with It,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Con Air,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Eagle Eye,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Cold Mountain,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Book of Eli,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Flubber,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
The Haunting,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
Space Jam,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
The Pink Panther,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
The Day the Earth Stood Still,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Conspiracy Theory,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Fury,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Six Days Seven Nights,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yogi Bear,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Spirit: Stallion of the Cimarron,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
Zookeeper,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Lost in Space,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
The Manchurian Candidate,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Déjà Vu,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hotel Transylvania 2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Fantasia 2000,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
The Time Machine,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mighty Joe Young,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Swordfish,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Legend of Zorro,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
What Dreams May Come,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Little Nicky,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Brothers Grimm,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mars Attacks!,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Evolution,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
The Edge,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Surrogates,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Thirteen Days,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daylight,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Walking With Dinosaurs,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Battlefield Earth,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Looney Tunes: Back in Action,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Nine,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Timeline,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Postman,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Babe: Pig in the City,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
The Last Witch Hunter,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Red Planet,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Arthur and the Invisibles,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Oceans,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
A Sound of Thunder,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Pompeii,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Top Cat Begins,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
A Beautiful Mind,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Lion King,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Journey 2: The Mysterious Island,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Cloudy with a Chance of Meatballs 2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Red Dragon,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Hidalgo,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Jack and Jill,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 Fast 2 Furious,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Little Prince,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
The Invasion,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Adventures of Rocky & Bullwinkle,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
The Secret Life of Pets,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
The League of Extraordinary Gentlemen,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Despicable Me 2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Independence Day,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Lost World: Jurassic Park,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Madagascar,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Children of Men,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
X-Men,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Wanted,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Rock,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ice Age: The Meltdown,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
50 First Dates,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hairspray,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Exorcist: The Beginning,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
Inspector Gadget,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Now You See Me,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Grown Ups,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Terminal,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hotel for Dogs,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Vertical Limit,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie Wilson's War,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Shark Tale,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Dreamgirls,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Be Cool,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Munich,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Tears of the Sun,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Killers,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Man from U.N.C.L.E.,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spanglish,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monster House,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
Bandits,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
First Knight,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anna and the King,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Immortals,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hostage,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Titan A.E.,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
Hollywood Homicide,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Soldier,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Carriers,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Monkeybone,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Flight of the Phoenix,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Unbreakable,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Minions,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Sucker Punch,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Snake Eyes,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Sphere,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Angry Birds Movie,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
Fool's Gold,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Funny People,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Kingdom,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Talladega Nights: The Ballad of Ricky Bobby,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dr. Dolittle 2,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Braveheart,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Jarhead,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Simpsons Movie,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
The Majestic,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
